,t,I
1128,1128,9523.638983749348
1129,1129,9534.823375088226
1130,1130,9545.94208342787
1131,1131,9556.994931930523
1132,1132,9567.981745017953
1133,1133,9578.90234837145
1134,1134,9589.756568931829
1135,1135,9600.544234899435
1136,1136,9611.265175734128
1137,1137,9621.9192221553
1138,1138,9632.506206141863
1139,1139,9643.025960932258
1140,1140,9653.478321024446
1141,1141,9663.863122175917
1142,1142,9674.18020140368
1143,1143,9684.429396984275
1144,1144,9694.610548453758
1145,1145,9704.72349660772
1146,1146,9714.768083501267
1147,1147,9724.744152449035
1148,1148,9734.651548025184
1149,1149,9744.490116063396
1150,1150,9754.25970365688
1151,1151,9763.960159158369
1152,1152,9773.591332180118
1153,1153,9783.153073593912
1154,1154,9792.645235531054
1155,1155,9802.067671382378
1156,1156,9811.420235798234
1157,1157,9820.702784688507
1158,1158,9829.915175222599
1159,1159,9839.057265829437
1160,1160,9848.128916197476
1161,1161,9857.129987274693
1162,1162,9866.060341268594
1163,1163,9874.919841646199
1164,1164,9883.708353134063
1165,1165,9892.425741718262
1166,1166,9901.071874644396
1167,1167,9909.646620417589
1168,1168,9918.149848802488
1169,1169,9926.581430823273
1170,1170,9934.941238763637
1171,1171,9943.229146166803
1172,1172,9951.445027835522
1173,1173,9959.588759832062
1174,1174,9967.66021947822
1175,1175,9975.65928535532
1176,1176,9983.585837304203
1177,1177,9991.439756425243
1178,1178,9999.22092507833
1179,1179,10006.929226882885
1180,1180,10014.564546717853
1181,1181,10022.126770721698
1182,1182,10029.615786292416
1183,1183,10037.031482087523
1184,1184,10044.373748024058
1185,1185,10051.64247527859
1186,1186,10058.83755628721
1187,1187,10065.958884745529
1188,1188,10073.006355608688
1189,1189,10079.979865091353
1190,1190,10086.87931066771
1191,1191,10093.704591071473
1192,1192,10100.45560629588
1193,1193,10107.132257593694
1194,1194,10113.734447477198
1195,1195,10120.262079718204
1196,1196,10126.715059348051
1197,1197,10133.093292657595
1198,1198,10139.396687197222
1199,1199,10145.625151776843
1200,1200,10151.778596465887
1201,1201,10157.856932593317
1202,1202,10163.860072747611
1203,1203,10169.78793077678
1204,1204,10175.640421788354
1205,1205,10181.417462149388
1206,1206,10187.118969486462
1207,1207,10192.744862685686
1208,1208,10198.295061892686
1209,1209,10203.769488512615
1210,1210,10209.168065210155
1211,1211,10214.490715909506
1212,1212,10219.737365794397
1213,1213,10224.90794130808
1214,1214,10230.002370153334
1215,1215,10235.020581292456
1216,1216,10239.962504947272
1217,1217,10244.828072599137
1218,1218,10249.617216988921
1219,1219,10254.329872117027
1220,1220,10258.965973243374
1221,1221,10263.525456887415
1222,1222,10268.00826082812
1223,1223,10272.414324103986
1224,1224,10276.743587013036
1225,1225,10280.995991112817
1226,1226,10285.171479220398
1227,1227,10289.269995412376
1228,1228,10293.291485024869
1229,1229,10297.23589465352
1230,1230,10301.103172153504
1231,1231,10304.893266639509
1232,1232,10308.606128485753
1233,1233,10312.241709325981
1234,1234,10315.799962053457
1235,1235,10319.280840820975
1236,1236,10322.68430104085
1237,1237,10326.010299384921
1238,1238,10329.258793784555
1239,1239,10332.429743430639
1240,1240,10335.52310877359
1241,1241,10338.538851523344
1242,1242,10341.476934649365
1243,1243,10344.337322380641
1244,1244,10347.119980205682
1245,1245,10349.824874872525
1246,1246,10352.451974388732
1247,1247,10355.001248021388
1248,1248,10357.472666297104
1249,1249,10359.866201002013
1250,1250,10362.181825181775
1251,1251,10364.419513141573
1252,1252,10366.579240446114
1253,1253,10368.660983919634
1254,1254,10370.664721645886
1255,1255,10372.590432968153
1256,1256,10374.438098489241
1257,1257,10376.207700071482
1258,1258,10377.89922083673
1259,1259,10379.512645166365
1260,1260,10381.04795870129
1261,1261,10382.505148341934
1262,1262,10383.884202248253
1263,1263,10385.18510983972
1264,1264,10386.407861795338
1265,1265,10387.552450053638
1266,1266,10388.618867812667
1267,1267,10389.607109530001
1268,1268,10390.517170922742
1269,1269,10391.349048967513
1270,1270,10392.102741900464
1271,1271,10392.778249217268
1272,1272,10393.375571673125
1273,1273,10393.894711282755
1274,1274,10394.335671320407
1275,1275,10394.698456319853
1276,1276,10394.983072074388
1277,1277,10395.189525636835
1278,1278,10395.317825319538
1279,1279,10395.367980694366
1280,1280,10395.340002592711
1281,1281,10395.233903105498
1282,1282,10395.049695583166
1283,1283,10394.787394635685
1284,1284,10394.447016132544
1285,1285,10394.028577202764
1286,1286,10393.532096234883
1287,1287,10392.957592876968
1288,1288,10392.30508803661
1289,1289,10391.574603880923
1290,1290,10390.76616383655
1291,1291,10389.879792589647
1292,1292,10388.91551608591
1293,1293,10387.873361530548
1294,1294,10386.7533573883
1295,1295,10385.555533383427
1296,1296,10384.279920499715
1297,1297,10382.926550980477
1298,1298,10381.495458328547
1299,1299,10379.986677306286
1300,1300,10378.400243935575
1301,1301,10376.736195497828
1302,1302,10374.994570533976
1303,1303,10373.175408844476
1304,1304,10371.278751489313
1305,1305,10369.304640787992
1306,1306,10367.253120319545
1307,1307,10365.124234922529
1308,1308,10362.918030695024
1309,1309,10360.634554994633
1310,1310,10358.273856438489
1311,1311,10355.835984903246
1312,1312,10353.320991525079
1313,1313,10350.728928699693
1314,1314,10348.059850082318
1315,1315,10345.3138105877
1316,1316,10342.490866390124
1317,1317,10339.591074923384
1318,1318,10336.61449488081
1319,1319,10333.561186215251
1320,1320,10330.431210139079
1321,1321,10327.224629124197
1322,1322,10323.941506902027
1323,1323,10320.581908463517
1324,1324,10317.145900059139
1325,1325,10313.633549198892
1326,1326,10310.044924652297
1327,1327,10306.3800964484
1328,1328,10302.639135875772
1329,1329,10298.822115482508
1330,1330,10294.929109076227
1331,1331,10290.960191724074
1332,1332,10286.91543975272
1333,1333,10282.794930748354
1334,1334,10278.598743556697
1335,1335,10274.326958282989
1336,1336,10269.979656292
1337,1337,10265.556920208019
1338,1338,10261.058833914862
1339,1339,10256.485482555869
1340,1340,10251.836952533906
1341,1341,10247.113331511362
1342,1342,10242.31470841015
1343,1343,10237.44117341171
1344,1344,10232.492817957002
1345,1345,10227.469734746517
1346,1346,10222.372017740265
1347,1347,10217.199762157781
1348,1348,10211.95306447813
1349,1349,10206.632022439891
1350,1350,10201.236735041182
1351,1351,10195.767302539633
1352,1352,10190.223826452402
1353,1353,10184.606409556174
1354,1354,10178.915155887156
1355,1355,10173.150170741083
1356,1356,10167.31156067321
1357,1357,10161.399433498318
1358,1358,10155.413898290713
1359,1359,10149.355065384229
1360,1360,10143.223046372215
1361,1361,10137.017954107558
1362,1362,10130.739902702655
1363,1363,10124.389007529438
1364,1364,10117.96538521936
1365,1365,10111.469153663398
1366,1366,10104.900432012055
1367,1367,10098.259340675355
1368,1368,10091.546001322851
1369,1369,10084.76053688362
1370,1370,10077.90307154626
1371,1371,10070.973730758897
1372,1372,10063.972641229178
1373,1373,10056.899930924279
1374,1374,10049.755729070897
1375,1375,10042.540166155257
1376,1376,10035.253373923102
1377,1377,10027.895485379706
1378,1378,10020.466634789866
1379,1379,10012.966957677902
1380,1380,10005.396590827657
1381,1381,9997.755672282505
1382,1382,9990.044341345336
1383,1383,9982.26273857857
1384,1384,9974.411005804153
1385,1385,9966.489286103551
1386,1386,9958.497723817754
1387,1387,9950.436464547283
1388,1388,9942.305655152175
1389,1389,9934.105443752
1390,1390,9925.835979725845
1391,1391,9917.497413712324
1392,1392,9909.089897609581
1393,1393,9900.613584575276
1394,1394,9892.0686290266
1395,1395,9883.455186640262
1396,1396,9874.773414352505
1397,1397,9866.023470359085
1398,1398,9857.205514115292
1399,1399,9848.319706335935
1400,1400,9839.36620899535
1401,1401,9830.350377788227
1402,1402,9821.283635570748
1403,1403,9812.16666539498
1404,1404,9802.99977189552
1405,1405,9793.783259327887
1406,1406,9784.517431568516
1407,1407,9775.202592114767
1408,1408,9765.839044084916
1409,1409,9756.427090218162
1410,1410,9746.96703287462
1411,1411,9737.45917403533
1412,1412,9727.903815302248
1413,1413,9718.301257898253
1414,1414,9708.651802667142
1415,1415,9698.95575007363
1416,1416,9689.213400203358
1417,1417,9679.425052762883
1418,1418,9669.59100707968
1419,1419,9659.71156210215
1420,1420,9649.787016399607
1421,1421,9639.817668162292
1422,1422,9629.80381520136
1423,1423,9619.745754948888
1424,1424,9609.643784457876
1425,1425,9599.49820040224
1426,1426,9589.309299076818
1427,1427,9579.077376397368
1428,1428,9568.802727900567
1429,1429,9558.485648744012
1430,1430,9548.12643370622
1431,1431,9537.72537718663
1432,1432,9527.2827732056
1433,1433,9516.798915404406
1434,1434,9506.274097045245
1435,1435,9495.708611011238
1436,1436,9485.102749806418
1437,1437,9474.456805555745
1438,1438,9463.771070005097
1439,1439,9453.04583452127
1440,1440,9442.281390091983
1441,1441,9431.478027325871
1442,1442,9420.636036452495
1443,1443,9409.755707322329
1444,1444,9398.837329406773
1445,1445,9387.881191798146
1446,1446,9376.88758320968
1447,1447,9365.856791975539
1448,1448,9354.789106050795
1449,1449,9343.684813011449
1450,1450,9332.544200054417
1451,1451,9321.367553997537
1452,1452,9310.155161279568
1453,1453,9298.907307960186
1454,1454,9287.624279719987
1455,1455,9276.30636186049
1456,1456,9264.953839304133
1457,1457,9253.566996594274
1458,1458,9242.14611789519
1459,1459,9230.691486992077
1460,1460,9219.203387291054
1461,1461,9207.682101819159
1462,1462,9196.127913224349
1463,1463,9184.5411037755
1464,1464,9172.921955362412
1465,1465,9161.270749495801
1466,1466,9149.587767307305
1467,1467,9137.873289549481
1468,1468,9126.127596595808
1469,1469,9114.350968440684
1470,1470,9102.543684699422
1471,1471,9090.706024608264
1472,1472,9078.838267024366
1473,1473,9066.940690425807
1474,1474,9055.013572911581
1475,1475,9043.057192201608
1476,1476,9031.071825636727
1477,1477,9019.057750178692
1478,1478,9007.015242410183
1479,1479,8994.944578534798
1480,1480,8982.846034377053
1481,1481,8970.719885382385
1482,1482,8958.566406617154
1483,1483,8946.385872768635
1484,1484,8934.178558145026
1485,1485,8921.944736675447
1486,1486,8909.684681909932
1487,1487,8897.39866701944
1488,1488,8885.08696479585
1489,1489,8872.749847651958
1490,1490,8860.38758762148
1491,1491,8848.000456359057
1492,1492,8835.588725140246
1493,1493,8823.152664861522
1494,1494,8810.692546040284
1495,1495,8798.20863881485
1496,1496,8785.701212944456
1497,1497,8773.170537809261
1498,1498,8760.61688241034
1499,1499,8748.040515369696
